#CopyNumber, LargeOrSmall, NorthOrSouth, CircleNumber, PositionNumber, UpOrDown, PmtType, GCU, Channel
#update PMT Mapping file by wuchx 230831, including fourth Circle.
9342,0,1,3,125,0,2,0,-1
9343,0,1,3,126,0,1,0,-1
9344,0,1,3,127,0,1,0,-1
9345,0,1,3,128,0,2,0,-1
9346,0,1,3,129,0,2,0,-1
9347,0,1,3,130,0,1,0,-1
9348,0,1,3,131,0,2,0,-1
9349,0,1,3,132,0,1,0,-1
9350,0,1,3,133,0,2,0,-1
9351,0,1,3,134,0,1,0,-1
9352,0,1,3,135,0,2,0,-1
9353,0,1,3,136,0,2,0,-1
9354,0,1,3,137,0,1,0,-1
9355,0,1,3,138,0,1,0,-1
9356,0,1,3,139,0,1,0,-1
9357,0,1,3,140,0,2,0,-1
9358,0,1,3,141,0,1,0,-1
9359,0,1,3,142,0,2,0,-1
9360,0,1,3,143,0,2,0,-1
9361,0,1,3,144,0,1,0,-1
9362,0,1,3,145,0,1,0,-1
9363,0,1,3,146,0,2,0,-1
9364,0,1,3,147,0,1,0,-1
9365,0,1,3,148,0,2,0,-1
9366,0,1,3,149,0,1,0,-1
9367,0,1,3,150,0,2,0,-1
9368,0,1,3,151,0,1,0,-1
9369,0,1,3,152,0,1,0,-1
9370,0,1,3,153,0,2,0,-1
9371,0,1,3,154,0,1,0,-1
9372,0,1,3,155,0,2,0,-1
9373,0,1,3,156,0,1,0,-1
9374,0,1,3,157,0,2,0,-1
9375,0,1,3,158,0,2,0,-1
9376,0,1,3,159,0,1,0,-1
9377,0,1,3,160,0,1,0,-1
9378,0,1,3,161,0,2,0,-1
9379,0,1,3,162,0,1,0,-1
9380,0,1,3,163,0,2,0,-1
9381,0,1,3,164,0,1,0,-1
9382,0,1,3,165,0,2,0,-1
9383,0,1,3,166,0,1,0,-1
9384,0,1,3,167,0,1,0,-1
9385,0,1,3,168,0,2,0,-1
9386,0,1,3,169,0,1,0,-1
9387,0,1,3,170,0,1,0,-1
9388,0,1,3,171,0,2,0,-1
9389,0,1,3,172,0,2,0,-1
9390,0,1,3,173,0,1,0,-1
9391,0,1,3,174,0,2,0,-1
9392,0,1,3,175,0,1,0,-1
9393,0,1,3,176,0,2,0,-1
9394,0,1,3,177,0,1,0,-1
9395,0,1,3,178,0,1,0,-1
9396,0,1,3,179,0,2,0,-1
9397,0,1,3,180,0,2,0,-1
9398,0,1,3,181,0,1,0,-1
9399,0,1,3,182,0,2,0,-1
9400,0,1,3,183,0,1,0,-1
9401,0,1,3,184,0,1,0,-1
9402,0,1,3,185,0,1,0,-1
9403,0,1,3,186,0,2,0,-1
9404,0,1,3,187,0,2,0,-1
9405,0,1,3,188,0,1,0,-1
9406,0,1,3,189,0,2,0,-1
9407,0,1,3,190,0,1,0,-1
9408,0,1,3,191,0,2,0,-1
9409,0,1,3,192,0,1,0,-1
9410,0,1,3,193,0,2,0,-1
9411,0,1,3,194,0,2,0,-1
9412,0,1,3,195,0,1,0,-1
9413,0,1,3,196,0,1,0,-1
9414,0,1,3,197,0,2,0,-1
9415,0,1,3,198,0,1,0,-1
9416,0,1,3,199,0,2,0,-1
9417,0,1,3,200,0,1,0,-1
9418,0,1,3,201,0,2,0,-1
9419,0,1,3,202,0,2,0,-1
9420,0,1,3,203,0,1,0,-1
9421,0,1,3,204,0,2,0,-1
9422,0,1,3,205,0,1,0,-1
9423,0,1,3,206,0,2,0,-1
9424,0,1,3,207,0,1,0,-1
9425,0,1,3,208,0,2,0,-1
9426,0,1,3,209,0,2,0,-1
9427,0,1,3,210,0,1,0,-1
9428,0,1,3,211,0,1,0,-1
9429,0,1,3,212,0,2,0,-1
9430,0,1,3,213,0,1,0,-1
9431,0,1,3,214,0,2,0,-1
9432,0,1,3,215,0,1,0,-1
9433,0,1,3,216,0,2,0,-1
9434,0,1,3,217,0,1,0,-1
9435,0,1,3,218,0,1,0,-1
9436,0,1,3,219,0,2,0,-1
9437,0,1,4,1,0,2,0,-1
9438,0,1,4,2,0,2,0,-1
9439,0,1,4,3,0,2,0,-1
9440,0,1,4,4,0,2,0,-1
9441,0,1,4,5,0,2,0,-1
9442,0,1,4,6,0,2,0,-1
9443,0,1,4,7,0,2,0,-1
9444,0,1,4,8,0,2,0,-1
9445,0,1,4,9,0,2,0,-1
9446,0,1,4,10,0,2,0,-1
9447,0,1,4,11,0,2,0,-1
9448,0,1,4,12,0,2,0,-1
9449,0,1,4,13,0,2,0,-1
9450,0,1,4,14,0,2,0,-1
9451,0,1,4,15,0,2,0,-1
9452,0,1,4,16,0,2,0,-1
9453,0,1,4,17,0,2,0,-1
9454,0,1,4,18,0,2,0,-1
9455,0,1,4,19,0,2,0,-1
9456,0,1,4,20,0,2,0,-1
9457,0,1,4,21,0,2,0,-1
9458,0,1,4,22,0,2,0,-1
9459,0,1,4,23,0,2,0,-1
9460,0,1,4,24,0,2,0,-1
9461,0,1,4,25,0,2,0,-1
9462,0,1,4,26,0,2,0,-1
9463,0,1,4,27,0,2,0,-1
9464,0,1,4,28,0,2,0,-1
9465,0,1,4,29,0,2,0,-1
9466,0,1,4,30,0,2,0,-1
9467,0,1,4,31,0,2,0,-1
9468,0,1,4,32,0,2,0,-1
9469,0,1,4,33,0,2,0,-1
9470,0,1,4,34,0,2,0,-1
9471,0,1,4,35,0,2,0,-1
9472,0,1,4,36,0,2,0,-1
9473,0,1,4,37,0,2,0,-1
9474,0,1,4,38,0,2,0,-1
9475,0,1,4,39,0,2,0,-1
9476,0,1,4,40,0,2,0,-1
9477,0,1,4,41,0,2,0,-1
9478,0,1,4,42,0,2,0,-1
9479,0,1,4,43,0,2,0,-1
9480,0,1,4,44,0,2,0,-1
9481,0,1,4,45,0,2,0,-1
9482,0,1,4,46,0,2,0,-1
9483,0,1,4,47,0,2,0,-1
9484,0,1,4,48,0,2,0,-1
9485,0,1,4,49,0,2,0,-1
9486,0,1,4,50,0,2,0,-1
9487,0,1,4,51,0,2,0,-1
9488,0,1,4,52,0,2,0,-1
9489,0,1,4,53,0,2,0,-1
9490,0,1,4,54,0,2,0,-1
9491,0,1,4,55,0,2,0,-1
9492,0,1,4,56,0,2,0,-1
9493,0,1,4,57,0,2,0,-1
9494,0,1,4,58,0,2,0,-1
9495,0,1,4,59,0,2,0,-1
9496,0,1,4,60,0,2,0,-1
9497,0,1,4,61,0,2,0,-1
9498,0,1,4,62,0,2,0,-1
9499,0,1,4,63,0,2,0,-1
9500,0,1,4,64,0,2,0,-1
9501,0,1,4,65,0,2,0,-1
9502,0,1,4,66,0,2,0,-1
9503,0,1,4,67,0,2,0,-1
9504,0,1,4,68,0,2,0,-1
9505,0,1,4,69,0,2,0,-1
9506,0,1,4,70,0,2,0,-1
9507,0,1,4,71,0,2,0,-1
9508,0,1,4,72,0,2,0,-1
9509,0,1,4,73,0,2,0,-1
9510,0,1,4,74,0,2,0,-1
9511,0,1,4,75,0,2,0,-1
9512,0,1,4,76,0,2,0,-1
9513,0,1,4,77,0,2,0,-1
9514,0,1,4,78,0,2,0,-1
9515,0,1,4,79,0,2,0,-1
9516,0,1,4,80,0,2,0,-1
9517,0,1,4,81,0,2,0,-1
9518,0,1,4,82,0,2,0,-1
9519,0,1,4,83,0,2,0,-1
9520,0,1,4,84,0,2,0,-1
9521,0,1,4,85,0,2,0,-1
9522,0,1,4,86,0,2,0,-1
9523,0,1,4,87,0,2,0,-1
9524,0,1,4,88,0,2,0,-1
9525,0,1,4,89,0,2,0,-1
9526,0,1,4,90,0,2,0,-1
9527,0,1,4,91,0,2,0,-1
9528,0,1,4,92,0,2,0,-1
9529,0,1,4,93,0,2,0,-1
9530,0,1,4,94,0,2,0,-1
9531,0,1,4,95,0,2,0,-1
9532,0,1,4,96,0,2,0,-1
9533,0,1,4,97,0,2,0,-1
9534,0,1,4,98,0,2,0,-1
9535,0,1,4,99,0,2,0,-1
9536,0,1,4,100,0,2,0,-1
9537,0,1,4,101,0,2,0,-1
9538,0,1,4,102,0,2,0,-1
9539,0,1,4,103,0,2,0,-1
9540,0,1,4,104,0,2,0,-1
9541,0,1,4,105,0,2,0,-1
9542,0,1,4,106,0,2,0,-1
9543,0,1,4,107,0,2,0,-1
9544,0,1,4,108,0,2,0,-1
9545,0,1,4,109,0,2,0,-1
9546,0,1,4,110,0,2,0,-1
9547,0,1,4,111,0,2,0,-1
9548,0,1,4,112,0,2,0,-1
9549,0,1,4,113,0,2,0,-1
9550,0,1,4,114,0,2,0,-1
9551,0,1,4,115,0,2,0,-1
9552,0,1,4,116,0,2,0,-1
9553,0,1,4,117,0,2,0,-1
9554,0,1,4,118,0,2,0,-1
9555,0,1,4,119,0,2,0,-1
9556,0,1,4,120,0,2,0,-1
9557,0,1,4,121,0,2,0,-1
9558,0,1,4,122,0,2,0,-1
9559,0,1,4,123,0,2,0,-1
9560,0,1,4,124,0,2,0,-1
9561,0,1,4,125,0,2,0,-1
9562,0,1,4,126,0,2,0,-1
9563,0,1,4,127,0,2,0,-1
9564,0,1,4,128,0,2,0,-1
9565,0,1,4,129,0,2,0,-1
9566,0,1,4,130,0,2,0,-1
9567,0,1,4,131,0,2,0,-1
9568,0,1,4,132,0,2,0,-1
9569,0,1,4,133,0,2,0,-1
9570,0,1,4,134,0,2,0,-1
9571,0,1,4,135,0,2,0,-1
9572,0,1,4,136,0,2,0,-1
9573,0,1,4,137,0,2,0,-1
9574,0,1,4,138,0,2,0,-1
9575,0,1,4,139,0,2,0,-1
9576,0,1,4,140,0,2,0,-1
9577,0,1,4,141,0,2,0,-1
9578,0,1,4,142,0,2,0,-1
9579,0,1,4,143,0,2,0,-1
9580,0,1,4,144,0,2,0,-1
9581,0,1,4,145,0,2,0,-1
9582,0,1,4,146,0,2,0,-1
9583,0,1,4,147,0,2,0,-1
9584,0,1,4,148,0,2,0,-1
9585,0,1,4,149,0,2,0,-1
9586,0,1,4,150,0,2,0,-1
9587,0,1,4,151,0,2,0,-1
9588,0,1,4,152,0,2,0,-1
9589,0,1,4,153,0,2,0,-1
9590,0,1,4,154,0,2,0,-1
9591,0,1,4,155,0,2,0,-1
9592,0,1,4,156,0,2,0,-1
9593,0,1,4,157,0,2,0,-1
9594,0,1,4,158,0,2,0,-1
9595,0,1,4,159,0,2,0,-1
9596,0,1,4,160,0,2,0,-1
9597,0,1,4,161,0,2,0,-1
9598,0,1,4,162,0,2,0,-1
9599,0,1,4,163,0,2,0,-1
9600,0,1,4,164,0,2,0,-1
9601,0,1,4,165,0,2,0,-1
9602,0,1,4,166,0,2,0,-1
9603,0,1,4,167,0,2,0,-1
9604,0,1,4,168,0,2,0,-1
9605,0,1,4,169,0,2,0,-1
9606,0,1,4,170,0,2,0,-1
9607,0,1,4,171,0,2,0,-1
9608,0,1,4,172,0,2,0,-1
9609,0,1,4,173,0,2,0,-1
9610,0,1,4,174,0,2,0,-1
9611,0,1,4,175,0,2,0,-1
9612,0,1,4,176,0,2,0,-1
9613,0,1,4,177,0,2,0,-1
9614,0,1,4,178,0,2,0,-1
9615,0,1,4,179,0,2,0,-1
9616,0,1,4,180,0,2,0,-1
9617,0,1,4,181,0,2,0,-1
9618,0,1,4,182,0,2,0,-1
9619,0,1,4,183,0,2,0,-1
9620,0,1,4,184,0,2,0,-1
9621,0,1,4,185,0,2,0,-1
9622,0,1,4,186,0,2,0,-1
9623,0,1,4,187,0,2,0,-1
9624,0,1,4,188,0,2,0,-1
9625,0,1,4,189,0,2,0,-1
9626,0,1,4,190,0,2,0,-1
9627,0,1,4,191,0,2,0,-1
9628,0,1,4,192,0,2,0,-1
9629,0,1,4,193,0,2,0,-1
9630,0,1,4,194,0,2,0,-1
9631,0,1,4,195,0,2,0,-1
9632,0,1,4,196,0,2,0,-1
9633,0,1,4,197,0,2,0,-1
9634,0,1,4,198,0,2,0,-1
9635,0,1,4,199,0,2,0,-1
9636,0,1,4,200,0,1,0,-1
9637,0,1,4,201,0,2,0,-1
9638,0,1,4,202,0,2,0,-1
9639,0,1,4,203,0,2,0,-1
9640,0,1,4,204,0,2,0,-1
9641,0,1,4,205,0,2,0,-1
9642,0,1,4,206,0,2,0,-1
9643,0,1,4,207,0,2,0,-1
9644,0,1,4,208,0,2,0,-1
9645,0,1,4,209,0,2,0,-1
9646,0,1,4,210,0,2,0,-1
9647,0,1,4,211,0,2,0,-1
9648,0,1,4,212,0,2,0,-1
9649,0,1,4,213,0,2,0,-1
9650,0,1,4,214,0,2,0,-1
9651,0,1,4,215,0,2,0,-1
9652,0,1,4,216,0,2,0,-1
9653,0,1,4,217,0,2,0,-1
9654,0,1,4,218,0,2,0,-1
9655,0,1,4,219,0,2,0,-1
9656,0,1,5,1,0,2,0,-1
9657,0,1,5,2,0,1,0,-1
9658,0,1,5,3,0,2,0,-1
9659,0,1,5,4,0,2,0,-1
9660,0,1,5,5,0,1,0,-1
9661,0,1,5,6,0,1,0,-1
9662,0,1,5,7,0,2,0,-1
9663,0,1,5,8,0,1,0,-1
9664,0,1,5,9,0,2,0,-1
9665,0,1,5,10,0,1,0,-1
9666,0,1,5,11,0,2,0,-1
9667,0,1,5,12,0,2,0,-1
9668,0,1,5,13,0,1,0,-1
9669,0,1,5,14,0,1,0,-1
9670,0,1,5,15,0,2,0,-1
9671,0,1,5,16,0,1,0,-1
9672,0,1,5,17,0,1,0,-1
9673,0,1,5,18,0,2,0,-1
9674,0,1,5,19,0,2,0,-1
9675,0,1,5,20,0,1,0,-1
9676,0,1,5,21,0,1,0,-1
9677,0,1,5,22,0,2,0,-1
9678,0,1,5,23,0,1,0,-1
9679,0,1,5,24,0,2,0,-1
9680,0,1,5,25,0,1,0,-1
9681,0,1,5,26,0,2,0,-1
9682,0,1,5,27,0,1,0,-1
9683,0,1,5,28,0,2,0,-1
9684,0,1,5,29,0,1,0,-1
9685,0,1,5,30,0,2,0,-1
9686,0,1,5,31,0,1,0,-1
9687,0,1,5,32,0,1,0,-1
9688,0,1,5,33,0,2,0,-1
9689,0,1,5,34,0,2,0,-1
9690,0,1,5,35,0,1,0,-1
9691,0,1,5,36,0,1,0,-1
9692,0,1,5,37,0,2,0,-1
9693,0,1,5,38,0,1,0,-1
9694,0,1,5,39,0,2,0,-1
9695,0,1,5,40,0,1,0,-1
9696,0,1,5,41,0,2,0,-1
9697,0,1,5,42,0,1,0,-1
9698,0,1,5,43,0,2,0,-1
9699,0,1,5,44,0,1,0,-1
9700,0,1,5,45,0,2,0,-1
9701,0,1,5,46,0,1,0,-1
9702,0,1,5,47,0,2,0,-1
9703,0,1,5,48,0,2,0,-1
9704,0,1,5,49,0,1,0,-1
9705,0,1,5,50,0,1,0,-1
9706,0,1,5,51,0,1,0,-1
9707,0,1,5,52,0,2,0,-1
9708,0,1,5,53,0,1,0,-1
9709,0,1,5,54,0,2,0,-1
9710,0,1,5,55,0,2,0,-1
9711,0,1,5,56,0,1,0,-1
9712,0,1,5,57,0,1,0,-1
9713,0,1,5,58,0,2,0,-1
9714,0,1,5,59,0,1,0,-1
9715,0,1,5,60,0,2,0,-1
9716,0,1,5,61,0,1,0,-1
9717,0,1,5,62,0,2,0,-1
9718,0,1,5,63,0,2,0,-1
9719,0,1,5,64,0,1,0,-1
9720,0,1,5,65,0,1,0,-1
9721,0,1,5,66,0,2,0,-1
9722,0,1,5,67,0,1,0,-1
9723,0,1,5,68,0,1,0,-1
9724,0,1,5,69,0,2,0,-1
9725,0,1,5,70,0,2,0,-1
9726,0,1,5,71,0,1,0,-1
9727,0,1,5,72,0,1,0,-1
9728,0,1,5,73,0,2,0,-1
9729,0,1,5,74,0,1,0,-1
9730,0,1,5,75,0,2,0,-1
9731,0,1,5,76,0,1,0,-1
9732,0,1,5,77,0,2,0,-1
9733,0,1,5,78,0,1,0,-1
9734,0,1,5,79,0,2,0,-1
9735,0,1,5,80,0,1,0,-1
9736,0,1,5,81,0,2,0,-1
9737,0,1,5,82,0,1,0,-1
9738,0,1,5,83,0,1,0,-1
9739,0,1,5,84,0,2,0,-1
9740,0,1,5,85,0,2,0,-1
9741,0,1,5,86,0,1,0,-1
9742,0,1,5,87,0,1,0,-1
9743,0,1,5,88,0,2,0,-1
9744,0,1,5,89,0,1,0,-1
9745,0,1,5,90,0,2,0,-1
9746,0,1,5,91,0,1,0,-1
9747,0,1,5,92,0,2,0,-1
9748,0,1,5,93,0,1,0,-1
9749,0,1,5,94,0,2,0,-1
9750,0,1,5,95,0,1,0,-1
9751,0,1,5,96,0,2,0,-1
9752,0,1,5,97,0,1,0,-1
9753,0,1,5,98,0,2,0,-1
9754,0,1,5,99,0,2,0,-1
9755,0,1,5,100,0,1,0,-1
9756,0,1,5,101,0,1,0,-1
9757,0,1,5,102,0,1,0,-1
9758,0,1,5,103,0,2,0,-1
9759,0,1,5,104,0,1,0,-1
9760,0,1,5,105,0,1,0,-1
9761,0,1,5,106,0,2,0,-1
9762,0,1,5,107,0,2,0,-1
9763,0,1,5,108,0,1,0,-1
9764,0,1,5,109,0,2,0,-1
9765,0,1,5,110,0,1,0,-1
9766,0,1,5,111,0,2,0,-1
9767,0,1,5,112,0,1,0,-1
9768,0,1,5,113,0,2,0,-1
9769,0,1,5,114,0,2,0,-1
9770,0,1,5,115,0,1,0,-1
9771,0,1,5,116,0,1,0,-1
9772,0,1,5,117,0,2,0,-1
9773,0,1,5,118,0,1,0,-1
9774,0,1,5,119,0,1,0,-1
9775,0,1,5,120,0,2,0,-1
9776,0,1,5,121,0,2,0,-1
9777,0,1,5,122,0,1,0,-1
9778,0,1,5,123,0,1,0,-1
9779,0,1,5,124,0,2,0,-1
9780,0,1,5,125,0,1,0,-1
9781,0,1,5,126,0,2,0,-1
9782,0,1,5,127,0,1,0,-1
9783,0,1,5,128,0,2,0,-1
9784,0,1,5,129,0,2,0,-1
9785,0,1,5,130,0,1,0,-1
9786,0,1,5,131,0,1,0,-1
9787,0,1,5,132,0,2,0,-1
9788,0,1,5,133,0,1,0,-1
9789,0,1,5,134,0,1,0,-1
9790,0,1,5,135,0,2,0,-1
9791,0,1,5,136,0,2,0,-1
9792,0,1,5,137,0,1,0,-1
9793,0,1,5,138,0,1,0,-1
9794,0,1,5,139,0,2,0,-1
9795,0,1,5,140,0,1,0,-1
9796,0,1,5,141,0,2,0,-1
9797,0,1,5,142,0,1,0,-1
9798,0,1,5,143,0,2,0,-1
9799,0,1,5,144,0,1,0,-1
9800,0,1,5,145,0,2,0,-1
9801,0,1,5,146,0,1,0,-1
9802,0,1,5,147,0,2,0,-1
9803,0,1,5,148,0,1,0,-1
9804,0,1,5,149,0,2,0,-1
9805,0,1,5,150,0,2,0,-1
9806,0,1,5,151,0,1,0,-1
9807,0,1,5,152,0,1,0,-1
9808,0,1,5,153,0,1,0,-1
9809,0,1,5,154,0,2,0,-1
9810,0,1,5,155,0,1,0,-1
9811,0,1,5,156,0,1,0,-1
9812,0,1,5,157,0,2,0,-1
9813,0,1,5,158,0,2,0,-1
9814,0,1,5,159,0,1,0,-1
9815,0,1,5,160,0,2,0,-1
9816,0,1,5,161,0,1,0,-1
9817,0,1,5,162,0,2,0,-1
9818,0,1,5,163,0,1,0,-1
9819,0,1,5,164,0,2,0,-1
9820,0,1,5,165,0,2,0,-1
9821,0,1,5,166,0,1,0,-1
9822,0,1,5,167,0,1,0,-1
9823,0,1,5,168,0,1,0,-1
9824,0,1,5,169,0,2,0,-1
9825,0,1,5,170,0,1,0,-1
9826,0,1,5,171,0,2,0,-1
9827,0,1,5,172,0,2,0,-1
9828,0,1,5,173,0,1,0,-1
9829,0,1,5,174,0,1,0,-1
9830,0,1,5,175,0,2,0,-1
9831,0,1,5,176,0,1,0,-1
9832,0,1,5,177,0,2,0,-1
9833,0,1,5,178,0,1,0,-1
9834,0,1,5,179,0,2,0,-1
9835,0,1,5,180,0,2,0,-1
9836,0,1,5,181,0,1,0,-1
9837,0,1,5,182,0,1,0,-1
9838,0,1,5,183,0,2,0,-1
9839,0,1,5,184,0,1,0,-1
9840,0,1,5,185,0,1,0,-1
9841,0,1,5,186,0,2,0,-1
9842,0,1,5,187,0,2,0,-1
9843,0,1,5,188,0,1,0,-1
9844,0,1,5,189,0,1,0,-1
9845,0,1,5,190,0,2,0,-1
9846,0,1,5,191,0,1,0,-1
9847,0,1,5,192,0,2,0,-1
9848,0,1,5,193,0,1,0,-1
9849,0,1,5,194,0,2,0,-1
9850,0,1,5,195,0,1,0,-1
9851,0,1,5,196,0,2,0,-1
9852,0,1,5,197,0,1,0,-1
9853,0,1,5,198,0,2,0,-1
9854,0,1,5,199,0,1,0,-1
9855,0,1,5,200,0,1,0,-1
9856,0,1,5,201,0,2,0,-1
9857,0,1,5,202,0,2,0,-1
9858,0,1,5,203,0,1,0,-1
9859,0,1,5,204,0,1,0,-1
9860,0,1,5,205,0,2,0,-1
9861,0,1,5,206,0,1,0,-1
9862,0,1,5,207,0,1,0,-1
9863,0,1,5,208,0,2,0,-1
9864,0,1,5,209,0,2,0,-1
9865,0,1,5,210,0,1,0,-1
9866,0,1,5,211,0,2,0,-1
9867,0,1,5,212,0,1,0,-1
9868,0,1,5,213,0,2,0,-1
9869,0,1,5,214,0,1,0,-1
9870,0,1,5,215,0,2,0,-1
9871,0,1,5,216,0,2,0,-1
9872,0,1,5,217,0,1,0,-1
9873,0,1,5,218,0,1,0,-1
9874,0,1,5,219,0,1,0,-1
9875,0,1,6,1,0,2,0,-1
9876,0,1,6,2,0,2,0,-1
9877,0,1,6,3,0,2,0,-1
9878,0,1,6,4,0,2,0,-1
9879,0,1,6,5,0,2,0,-1
9880,0,1,6,6,0,2,0,-1
9881,0,1,6,7,0,2,0,-1
9882,0,1,6,8,0,2,0,-1
9883,0,1,6,9,0,2,0,-1
9884,0,1,6,10,0,2,0,-1
9885,0,1,6,11,0,2,0,-1
9886,0,1,6,12,0,2,0,-1
9887,0,1,6,13,0,2,0,-1
9888,0,1,6,14,0,2,0,-1
9889,0,1,6,15,0,2,0,-1
9890,0,1,6,16,0,2,0,-1
9891,0,1,6,17,0,2,0,-1
9892,0,1,6,18,0,2,0,-1
9893,0,1,6,19,0,2,0,-1
9894,0,1,6,20,0,2,0,-1
9895,0,1,6,21,0,2,0,-1
9896,0,1,6,22,0,2,0,-1
9897,0,1,6,23,0,2,0,-1
9898,0,1,6,24,0,2,0,-1
9899,0,1,6,25,0,2,0,-1
9900,0,1,6,26,0,2,0,-1
9901,0,1,6,27,0,2,0,-1
9902,0,1,6,28,0,2,0,-1
9903,0,1,6,29,0,2,0,-1
9904,0,1,6,30,0,2,0,-1
9905,0,1,6,31,0,2,0,-1
9906,0,1,6,32,0,2,0,-1
9907,0,1,6,33,0,2,0,-1
9908,0,1,6,34,0,2,0,-1
9909,0,1,6,35,0,2,0,-1
9910,0,1,6,36,0,2,0,-1
9911,0,1,6,37,0,2,0,-1
9912,0,1,6,38,0,2,0,-1
9913,0,1,6,39,0,2,0,-1
9914,0,1,6,40,0,2,0,-1
9915,0,1,6,41,0,2,0,-1
9916,0,1,6,42,0,2,0,-1
9917,0,1,6,43,0,2,0,-1
9918,0,1,6,44,0,2,0,-1
9919,0,1,6,45,0,2,0,-1
9920,0,1,6,46,0,2,0,-1
9921,0,1,6,47,0,2,0,-1
9922,0,1,6,48,0,2,0,-1
9923,0,1,6,49,0,2,0,-1
9924,0,1,6,50,0,2,0,-1
9925,0,1,6,51,0,2,0,-1
9926,0,1,6,52,0,2,0,-1
9927,0,1,6,53,0,2,0,-1
9928,0,1,6,54,0,2,0,-1
9929,0,1,6,55,0,2,0,-1
9930,0,1,6,56,0,2,0,-1
9931,0,1,6,57,0,2,0,-1
9932,0,1,6,58,0,2,0,-1
9933,0,1,6,59,0,2,0,-1
9934,0,1,6,60,0,2,0,-1
9935,0,1,6,61,0,2,0,-1
9936,0,1,6,62,0,2,0,-1
9937,0,1,6,63,0,2,0,-1
9938,0,1,6,64,0,2,0,-1
9939,0,1,6,65,0,2,0,-1
9940,0,1,6,66,0,2,0,-1
9941,0,1,6,67,0,2,0,-1
9942,0,1,6,68,0,2,0,-1
9943,0,1,6,69,0,2,0,-1
9944,0,1,6,70,0,2,0,-1
9945,0,1,6,71,0,2,0,-1
9946,0,1,6,72,0,2,0,-1
9947,0,1,6,73,0,2,0,-1
9948,0,1,6,74,0,2,0,-1
9949,0,1,6,75,0,2,0,-1
9950,0,1,6,76,0,2,0,-1
9951,0,1,6,77,0,2,0,-1
9952,0,1,6,78,0,2,0,-1
9953,0,1,6,79,0,2,0,-1
9954,0,1,6,80,0,2,0,-1
9955,0,1,6,81,0,2,0,-1
9956,0,1,6,82,0,2,0,-1
9957,0,1,6,83,0,2,0,-1
9958,0,1,6,84,0,2,0,-1
9959,0,1,6,85,0,2,0,-1
9960,0,1,6,86,0,2,0,-1
9961,0,1,6,87,0,2,0,-1
9962,0,1,6,88,0,2,0,-1
9963,0,1,6,89,0,2,0,-1
9964,0,1,6,90,0,2,0,-1
9965,0,1,6,91,0,2,0,-1
9966,0,1,6,92,0,2,0,-1
9967,0,1,6,93,0,2,0,-1
9968,0,1,6,94,0,2,0,-1
9969,0,1,6,95,0,2,0,-1
9970,0,1,6,96,0,2,0,-1
9971,0,1,6,97,0,2,0,-1
9972,0,1,6,98,0,2,0,-1
9973,0,1,6,99,0,2,0,-1
9974,0,1,6,100,0,2,0,-1
9975,0,1,6,101,0,2,0,-1
9976,0,1,6,102,0,2,0,-1
9977,0,1,6,103,0,2,0,-1
9978,0,1,6,104,0,2,0,-1
9979,0,1,6,105,0,2,0,-1
9980,0,1,6,106,0,2,0,-1
9981,0,1,6,107,0,2,0,-1
9982,0,1,6,108,0,2,0,-1
9983,0,1,6,109,0,2,0,-1
9984,0,1,6,110,0,2,0,-1
9985,0,1,6,111,0,2,0,-1
9986,0,1,6,112,0,2,0,-1
9987,0,1,6,113,0,2,0,-1
9988,0,1,6,114,0,2,0,-1
9989,0,1,6,115,0,2,0,-1
9990,0,1,6,116,0,2,0,-1
9991,0,1,6,117,0,2,0,-1
9992,0,1,6,118,0,2,0,-1
9993,0,1,6,119,0,2,0,-1
9994,0,1,6,120,0,2,0,-1
9995,0,1,6,121,0,2,0,-1
9996,0,1,6,122,0,2,0,-1
9997,0,1,6,123,0,2,0,-1
9998,0,1,6,124,0,2,0,-1
9999,0,1,6,125,0,2,0,-1
10000,0,1,6,126,0,2,0,-1
10001,0,1,6,127,0,2,0,-1
10002,0,1,6,128,0,2,0,-1
10003,0,1,6,129,0,2,0,-1
10004,0,1,6,130,0,2,0,-1
10005,0,1,6,131,0,2,0,-1
10006,0,1,6,132,0,2,0,-1
10007,0,1,6,133,0,2,0,-1
10008,0,1,6,134,0,2,0,-1
10009,0,1,6,135,0,2,0,-1
10010,0,1,6,136,0,2,0,-1
10011,0,1,6,137,0,2,0,-1
10012,0,1,6,138,0,2,0,-1
10013,0,1,6,139,0,2,0,-1
10014,0,1,6,140,0,2,0,-1
10015,0,1,6,141,0,2,0,-1
10016,0,1,6,142,0,2,0,-1
10017,0,1,6,143,0,2,0,-1
10018,0,1,6,144,0,2,0,-1
10019,0,1,6,145,0,2,0,-1
10020,0,1,6,146,0,2,0,-1
10021,0,1,6,147,0,2,0,-1
10022,0,1,6,148,0,2,0,-1
10023,0,1,6,149,0,2,0,-1
10024,0,1,6,150,0,2,0,-1
10025,0,1,6,151,0,2,0,-1
10026,0,1,6,152,0,2,0,-1
10027,0,1,6,153,0,2,0,-1
10028,0,1,6,154,0,2,0,-1
10029,0,1,6,155,0,2,0,-1
10030,0,1,6,156,0,2,0,-1
10031,0,1,6,157,0,2,0,-1
10032,0,1,6,158,0,2,0,-1
10033,0,1,6,159,0,2,0,-1
10034,0,1,6,160,0,2,0,-1
10035,0,1,6,161,0,2,0,-1
10036,0,1,6,162,0,2,0,-1
